n,ila
6135,-53562
6136,30704
6137,88328
6138,72808
6139,-30790
6140,-96739
6141,-78714
6142,42162
6143,107555
6144,38250
6145,-61468
6146,-110660
6147,-54249
6148,55560
6149,111987
6150,37455
6151,-77660
6152,-109280
6153,-33561
6154,74113
6155,109958
6156,31524
6157,-69205
6158,-84222
6159,-8404
6160,86482
6161,101215
6162,7667
6163,-88482
6164,-86720
6165,-13363
6166,80487
6167,87748
6168,-6751
6169,-88633
6170,-69743
6171,23495
6172,91389
6173,86613
6174,-3975
6175,-97925
6176,-94409
6177,31355
6178,109440
6179,42025
6180,-46500
6181,-93027
6182,-63144
6183,35725
6184,96437
6185,62072
6186,-43088
6187,-105517
6188,-53112
6189,59138
6190,104857
6191,35061
6192,-62221
6193,-110186
6194,-30140
6195,72859
6196,84635
6197,12327
6198,-78085
6199,-96815
6200,-28084
6201,62912
6202,92548
6203,7263
6204,-112521
6205,-108381
6206,3158
6207,86871
6208,69010
6209,-8411
6210,-105085
6211,-91846
6212,34391
6213,109688
6214,65996
6215,-38648
6216,-96947
6217,-48425
6218,42897
6219,94993
6220,45843
6221,-71365
6222,-112628
6223,-47908
6224,51882
6225,84299
6226,18693
6227,-77485
6228,-117213
6229,-49257
6230,65268
6231,84786
6232,-7445
6233,-87953
6234,-90424
6235,-10119
6236,91904
6237,89116
6238,-12999
6239,-91765
6240,-74134
6241,19009
6242,90242
6243,63185
6244,-31111
6245,-86937
6246,-41622
6247,56933
6248,112441
6249,60494
6250,-49451
6251,-106239
6252,-50986
6253,58355
6254,88331
6255,23057
6256,-65854
6257,-101387
6258,-17511
6259,87295
6260,94253
6261,12790
6262,-79750
6263,-91601
6264,-8023
6265,83605
6266,73529
6267,-20571
6268,-92286
6269,-73708
6270,13713
6271,78354
6272,50482
6273,-49973
6274,-108002
6275,-53996
6276,53787
6277,106924
6278,55272
6279,-53004
6280,-105526
6281,-32759
6282,71130
6283,96039
6284,20021
6285,-84462
6286,-93077
6287,-7886
6288,83185
6289,98355
6290,-4080
6291,-86829
6292,-62114
6293,39283
6294,109020
6295,66454
6296,-23197
6297,-81727
6298,-42591
6299,60046
6300,98857
6301,32689
6302,-62337
6303,-94057
6304,-32790
6305,61610
6306,87389
6307,18081
6308,-70162
6309,-81369
6310,2519
6311,93597
6312,88936
6313,-9918
6314,-97788
6315,-72810
6316,36115
6317,106608
6318,69788
6319,-37756
6320,-91922
6321,-37379
6322,59208
6323,101174
6324,35516
6325,-59193
6326,-81307
6327,-7318
6328,87776
6329,92464
6330,2380
6331,-89461
6332,-88497
6333,12383
6334,97158
6335,67093
6336,-26555
6337,-88024
6338,-62047
6339,49599
6340,104774
6341,34203
6342,-64192
6343,-92070
6344,-22804
6345,66977
6346,80573
6347,9436
6348,-72046
6349,-75692
6350,12557
6351,96973
6352,80023
6353,-17501
6354,-94320
6355,-67053
6356,34297
6357,99868
6358,59560
6359,-43419
6360,-94695
6361,-45682
6362,62715
6363,107796
6364,33204
6365,-71985
6366,-92288
6367,-896
6368,94598
6369,93023
6370,-2465
6371,-96822
6372,-76339
6373,33165
6374,103739
6375,56982
6376,-50595
6377,-100316
6378,-36517
6379,71223
6380,102931
6381,27962
6382,-80988
6383,-95923
6384,3649
6385,98143
6386,96365
6387,-5761
6388,-97687
6389,-73855
6390,20739
6391,91533
6392,56835
6393,-47538
6394,-87922
6395,-27904
6396,62624
6397,86585
6398,18307
6399,-70231
6400,-80467
6401,2867
6402,81540
6403,70285
6404,-19657
6405,-100826
6406,-76985
6407,31930
6408,104541
6409,56880
6410,-59173
6411,-107605
6412,-41056
6413,62526
6414,94608
6415,18374
6416,-81550
6417,-88919
6418,16088
6419,104122
6420,70340
6421,-30623
6422,-107187
6423,-76085
6424,51601
6425,109983
6426,38734
6427,-64882
6428,-101399
6429,-28536
6430,79267
6431,99497
6432,8434
6433,-95285
6434,-88033
6435,14894
6436,79365
6437,48274
6438,-50689
6439,-115579
6440,-56682
6441,63985
6442,105496
6443,25876
6444,-73548
6445,-89514
6446,-9905
6447,89639
6448,93319
6449,-13127
6450,-98913
6451,-68474
6452,34348
6453,99942
6454,60722
6455,-58224
6456,-115802
6457,-45249
6458,49339
6459,78868
6460,-2126
6461,-111821
6462,-101022
6463,-287
6464,76347
6465,48304
6466,-57118
6467,-114736
6468,-64737
6469,50363
6470,100997
6471,32462
6472,-68673
6473,-91433
6474,-3276
6475,89091
6476,82729
6477,-6951
6478,-93125
6479,-68144
6480,42067
6481,98678
6482,52804
6483,-52502
6484,-107365
6485,-30262
6486,73162
6487,84064
6488,7893
6489,-94226
6490,-85734
6491,27571
6492,97312
6493,65780
6494,-32930
6495,-92538
6496,-32714
6497,74484
6498,102559
6499,19449
6500,-81273
6501,-94391
6502,-38
6503,103848
6504,82209
6505,-28320
6506,-85953
6507,-41933
6508,59608
6509,118555
6510,47147
6511,-76139
6512,-93451
6513,3791
6514,97400
6515,94204
6516,-4209
6517,-92527
6518,-59104
6519,40536
6520,98105
6521,55627
6522,-61635
6523,-88277
6524,9859
6525,95922
6526,96050
6527,2545
6528,-102441
6529,-86438
6530,23435
6531,92278
6532,42977
6533,-71639
6534,-117529
6535,-38305
6536,70758
6537,90451
6538,1887
6539,-102432
6540,-90645
6541,18815
6542,94586
6543,71266
6544,-25736
6545,-91035
6546,-27144
6547,82056
6548,86554
6549,-7244
6550,-97901
6551,-84947
6552,18941
6553,90892
6554,54982
6555,-46360
6556,-103303
6557,-50353
6558,64613
6559,94322
6560,4002
6561,-84711
6562,-79279
6563,27387
6564,113475
6565,70091
6566,-36110
6567,-98669
6568,-57368
6569,61714
6570,105592
6571,12563
6572,-86735
6573,-81247
6574,12182
6575,83670
6576,52048
6577,-40226
6578,-100913
6579,-46913
6580,68523
6581,97808
6582,20817
6583,-73797
6584,-69267
6585,30308
6586,110089
6587,79622
6588,-42164
6589,-109787
6590,-44787
6591,55889
6592,82935
6593,14062
6594,-88845
6595,-92358
6596,20393
6597,101767
6598,53349
6599,-52975
6600,-101897
6601,-48912
6602,59324
6603,88386
6604,3221
6605,-86335
6606,-91027
6607,14532
6608,90057
6609,43047
6610,-48799
6611,-102620
6612,-50864
6613,70787
6614,94356
6615,-3879
6616,-96073
6617,-76904
6618,40795
6619,106325
6620,59175
6621,-56470
6622,-103264
6623,-8717
6624,81300
6625,80094
6626,-7317
6627,-93933
6628,-62184
6629,39520
6630,90712
6631,37753
6632,-68857
6633,-95670
6634,-7735
6635,73332
6636,61245
6637,-36429
6638,-112245
6639,-61095
6640,61963
6641,116595
6642,43718
6643,-73220
6644,-95786
6645,-3875
6646,84455
6647,72946
6648,-24739
6649,-88951
6650,-35863
6651,66729
6652,96273
6653,12877
6654,-91779
6655,-99251
6656,7642
6657,105388
6658,70024
6659,-38609
6660,-89783
6661,-47640
6662,47632
6663,81255
6664,-3955
6665,-81651
6666,-52133
6667,38791
6668,101865
6669,53513
6670,-61999
6671,-95302
6672,-19876
6673,72904
6674,85680
6675,-3322
6676,-82760
6677,-57804
6678,39904
6679,107886
6680,50978
6681,-60810
6682,-91126
6683,-3109
6684,101903
6685,80062
6686,-43804
6687,-116329
6688,-52280
6689,60654
6690,94308
6691,14337
6692,-91624
6693,-76879
6694,36282
6695,100665
6696,53157
6697,-53924
6698,-102066
6699,-25485
6700,85962
6701,95665
6702,-3160
6703,-97831
6704,-74685
6705,47745
6706,106717
6707,31636
6708,-75219
6709,-88188
6710,198
6711,77024
6712,54286
6713,-45983
6714,-109389
6715,-47429
6716,64246
6717,103342
6718,17727
6719,-101521
6720,-84972
6721,31961
6722,103148
6723,67633
6724,-39613
6725,-96567
6726,-23255
6727,87075
6728,74616
6729,-42562
6730,-107014
6731,-43598
6732,69522
6733,106967
6734,24503
6735,-86734
6736,-96894
6737,-1167
6738,85423
6739,55361
6740,-60185
6741,-115892
6742,-42930
6743,73593
6744,90905
6745,-1797
6746,-84782
6747,-67794
6748,38667
6749,103936
6750,34703
6751,-75140
6752,-87825
6753,6821
6754,100319
6755,77493
6756,-36235
6757,-98988
6758,-38847
6759,70154
6760,91088
6761,953
6762,-85365
6763,-72227
6764,29190
6765,95709
6766,42707
6767,-60724
6768,-91780
6769,-1721
6770,91081
6771,64476
6772,-41452
6773,-95343
6774,-28441
6775,73466
6776,88623
6777,-6349
6778,-109311
6779,-88458
6780,32930
6781,103261
6782,48928
6783,-55703
6784,-83917
6785,278
6786,88307
6787,68113
6788,-28500
6789,-82487
6790,-19515
6791,90351
6792,98698
6793,-12044
6794,-114014
6795,-95492
6796,14686
6797,89698
6798,41043
6799,-81407
6800,-110406
6801,-13088
6802,73564
6803,53762
6804,-42640
6805,-94071
6806,-29091
6807,78189
6808,94777
6809,-11231
6810,-109195
6811,-75891
6812,34762
6813,84906
6814,20659
6815,-82066
6816,-83344
6817,28006
6818,109277
6819,67748
6820,-57163
6821,-121085
6822,-44788
6823,71563
6824,80606
6825,-14445
6826,-92484
6827,-61765
6828,48834
6829,98648
6830,24091
6831,-74027
6832,-76365
6833,29965
6834,115759
6835,71449
6836,-38800
6837,-83701
6838,-5784
6839,98337
6840,91161
6841,-16269
6842,-98552
6843,-55592
6844,51912
6845,81240
6846,6698
6847,-90688
6848,-86179
6849,31565
6850,97585
6851,36134
6852,-55078
6853,-62451
6854,23320
6855,109005
6856,77013
6857,-49625
6858,-107277
6859,-35487
6860,73294
6861,88428
6862,-10045
6863,-84991
6864,-45839
6865,53869
6866,100117
6867,14736
6868,-100119
6869,-89777
6870,17457
6871,96623
6872,64547
6873,-43874
6874,-81560
6875,-2836
6876,86133
6877,67873
6878,-38529
6879,-93182
6880,-43586
6881,51047
6882,76433
6883,-24133
6884,-107278
6885,-59110
6886,46544
6887,98847
6888,44095
6889,-54195
6890,-67613
6891,16559
6892,77473
6893,31209
6894,-75591
6895,-101971
6896,-4205
6897,97174
6898,82001
6899,-29315
6900,-102035
6901,-42652
6902,66138
6903,83312
6904,-8405
6905,-91149
6906,-50796
6907,62091
6908,109749
6909,23807
6910,-85860
6911,-79492
6912,30751
6913,111737
6914,47183
6915,-82110
6916,-109550
6917,-7819
6918,99275
6919,75636
6920,-41378
6921,-96743
6922,-25763
6923,77917
6924,77101
6925,-26798
6926,-90365
6927,-30846
6928,82582
6929,100184
6930,-6485
6931,-96611
6932,-66263
6933,49552
6934,115755
6935,49707
6936,-72556
6937,-85712
6938,15218
6939,80540
6940,40102
6941,-59839
6942,-102978
6943,-8776
6944,115686
6945,101327
6946,-29494
6947,-105802
6948,-46518
6949,61338
6950,80061
6951,-7063
6952,-92293
6953,-54515
6954,67290
6955,96716
6956,-2577
6957,-97569
6958,-81706
6959,24382
6960,89563
6961,25751
6962,-79781
6963,-88922
6964,26313
6965,111262
6966,54989
6967,-62027
6968,-102769
6969,-27770
6970,73002
6971,72855
6972,-26266
6973,-86153
6974,-17427
6975,91799
6976,93120
6977,-27081
6978,-111525
6979,-57119
6980,58274
6981,111538
6982,29655
6983,-81895
6984,-62805
6985,55654
6986,106985
6987,30648
6988,-82287
6989,-97735
6990,19196
6991,118336
6992,60226
6993,-60538
6994,-84658
6995,312
6996,88901
6997,65384
6998,-53375
6999,-107087
7000,-13312
7001,100385
7002,88511
7003,-24358
7004,-97999
7005,-40291
7006,79291
7007,107439
7008,3836
7009,-98970
7010,-59253
7011,51322
7012,86926
7013,7180
7014,-88040
7015,-80427
7016,23079
7017,86092
7018,11038
7019,-87038
7020,-69772
7021,35998
7022,95572
7023,34975
7024,-70813
7025,-85984
7026,17684
7027,114966
7028,78945
7029,-53127
7030,-102709
7031,-16210
7032,75964
7033,67876
7034,-34548
7035,-93727
7036,-11012
7037,91658
7038,79144
7039,-21783
7040,-105104
7041,-55155
7042,65249
7043,88429
7044,-12990
7045,-105483
7046,-73663
7047,49144
7048,112661
7049,30503
7050,-81310
7051,-69574
7052,38166
7053,91780
7054,33984
7055,-62949
7056,-72960
7057,26791
7058,99503
7059,31849
7060,-81316
7061,-84415
7062,9595
7063,85087
7064,48856
7065,-57428
7066,-85525
7067,822
7068,97394
7069,73426
7070,-59199
7071,-105049
7072,-7774
7073,89032
7074,81409
7075,-31680
7076,-100173
7077,-24508
7078,75793
7079,77656
7080,-24174
7081,-109319
7082,-45624
7083,76838
7084,82734
7085,-22673
7086,-103508
7087,-53340
7088,60019
7089,90838
7090,-1283
7091,-105611
7092,-71747
7093,53925
7094,102686
7095,7380
7096,-104856
7097,-83803
7098,41722
7099,115046
7100,40549
7101,-67527
7102,-57135
7103,42888
7104,96298
7105,35231
7106,-85460
7107,-93040
7108,36818
7109,107668
7110,46978
7111,-71592
7112,-107921
7113,-5829
7114,88121
7115,38405
7116,-92597
7117,-131375
7118,-23676
7119,80484
7120,53018
7121,-45498
7122,-87034
7123,-12732
7124,100923
7125,87711
7126,-49218
7127,-114510
7128,-44321
7129,57328
7130,63525
7131,-37043
7132,-86389
7133,-21138
7134,71305
7135,80222
7136,-33446
7137,-115962
7138,-41678
7139,74560
7140,86714
7141,-5890
7142,-90974
7143,-57485
7144,53454
7145,74718
7146,-30076
7147,-113623
7148,-71302
7149,41255
7150,87015
7151,6556
7152,-83770
7153,-53424
7154,56849
7155,92432
7156,3749
7157,-86933
7158,-66087
7159,38857
7160,92396
7161,9202
7162,-84715
7163,-50198
7164,57692
7165,98927
7166,22165
7167,-74215
7168,-60058
7169,49792
7170,103119
7171,20687
7172,-88133
7173,-77605
7174,33107
7175,95443
7176,22692
7177,-80311
7178,-65518
7179,38444
7180,93661
7181,27961
7182,-71190
7183,-68005
7184,28154
7185,92982
7186,34020
7187,-76084
7188,-80101
7189,23378
7190,90097
7191,25447
7192,-76428
7193,-64390
7194,40521
7195,104338
7196,36278
7197,-87899
7198,-99852
7199,17098
7200,116027
7201,64710
7202,-76204
7203,-107061
7204,5134
7205,99229
7206,46385
7207,-87616
7208,-109616
7209,8543
7210,105517
7211,59505
7212,-63765
7213,-99518
7214,3201
7215,101554
7216,62765
7217,-61912
7218,-100013
7219,-2757
7220,91377
7221,57449
7222,-61365
7223,-98383
7224,2675
7225,100667
7226,50501
7227,-72019
7228,-93289
7229,14942
7230,106018
7231,51782
7232,-70907
7233,-98323
7234,4865
7235,101309
7236,58925
7237,-61826
7238,-94915
7239,9354
7240,114413
7241,55427
7242,-82169
7243,-104597
7244,1900
7245,91132
7246,34677
7247,-75389
7248,-82022
7249,18177
7250,110725
7251,63235
7252,-69325
7253,-94826
7254,17512
7255,108738
7256,58410
7257,-62532
7258,-85009
7259,23614
7260,105983
7261,43429
7262,-78025
7263,-92363
7264,23407
7265,113336
7266,53151
7267,-65343
7268,-78467
7269,23079
7270,104442
7271,40694
7272,-85326
7273,-81758
7274,30070
7275,101257
7276,49299
7277,-71210
7278,-84254
7279,26544
7280,105109
7281,43436
7282,-81583
7283,-77270
7284,41206
7285,108361
7286,32989
7287,-76749
7288,-70404
7289,24290
7290,89990
7291,16728
7292,-94783
7293,-71375
7294,41908
7295,91031
7296,12528
7297,-86533
7298,-72588
7299,46305
7300,98995
7301,-4758
7302,-98481
7303,-62675
7304,49134
7305,89650
7306,-9219
7307,-96529
7308,-48971
7309,72299
7310,110306
7311,9475
7312,-93617
7313,-61516
7314,56965
7315,86837
7316,-13413
7317,-103006
7318,-65671
7319,45951
7320,71049
7321,-23540
7322,-95250
7323,-43287
7324,68248
7325,88920
7326,-24856
7327,-104647
7328,-29349
7329,86132
7330,87089
7331,-25129
7332,-100962
7333,-32307
7334,86013
7335,74566
7336,-51862
7337,-105477
7338,-24188
7339,73863
7340,58367
7341,-59488
7342,-106010
7343,-4543
7344,96464
7345,62737
7346,-52635
7347,-97558
7348,-5817
7349,95791
7350,57959
7351,-60272
7352,-89725
7353,12076
7354,100864
7355,46366
7356,-68507
7357,-75014
7358,30200
7359,96488
7360,31881
7361,-85510
7362,-90323
7363,30954
7364,105464
7365,34877
7366,-78643
7367,-77631
7368,32279
7369,84074
7370,3302
7371,-100669
7372,-85055
7373,30379
7374,84933
7375,7785
7376,-83716
7377,-50573
7378,73623
7379,107508
7380,-5168
7381,-100242
7382,-42360
7383,70873
7384,80585
7385,-25451
7386,-93902
7387,-10637
7388,104804
7389,87282
7390,-45255
7391,-112705
7392,-27639
7393,87618
7394,82230
7395,-37888
7396,-96037
7397,-8615
7398,88785
7399,59449
7400,-64669
7401,-99690
7402,7057
7403,100327
7404,55184
7405,-64623
7406,-76764
7407,34978
7408,104291
7409,32018
7410,-93290
7411,-96051
7412,30770
7413,94120
7414,12472
7415,-76308
7416,-55466
7417,52925
7418,96219
7419,-15011
7420,-109635
7421,-49656
7422,60975
7423,82492
7424,-19789
7425,-113495
7426,-56649
7427,61741
7428,72876
7429,-31218
7430,-89796
7431,-4607
7432,114033
7433,93898
7434,-40311
7435,-113799
7436,-32415
7437,85251
7438,62816
7439,-45728
7440,-78116
7441,19254
7442,106582
7443,38147
7444,-90875
7445,-100147
7446,14720
7447,90483
7448,28141
7449,-75379
7450,-58060
7451,58870
7452,105196
7453,10520
7454,-102776
7455,-67176
7456,63740
7457,94224
7458,-7411
7459,-108870
7460,-58941
7461,74517
7462,84969
7463,-31951
7464,-101609
7465,-12732
7466,102654
7467,72532
7468,-54761
7469,-112963
7470,-12359
7471,102002
7472,57108
7473,-65301
7474,-105535
7475,-8239
7476,87799
7477,29653
7478,-83112
7479,-83530
7480,29850
7481,96592
7482,9693
7483,-95700
7484,-57528
7485,59188
7486,95172
7487,-393
7488,-104613
7489,-54425
7490,77926
7491,96210
7492,-27026
7493,-114677
7494,-39512
7495,75822
7496,65197
7497,-60494
7498,-111680
7499,-3742
7500,91118
7501,44626
7502,-74391
7503,-100857
7504,9567
7505,88765
7506,26882
7507,-85024
7508,-82520
7509,39705
7510,97096
7511,11450
7512,-88699
7513,-50703
7514,81183
7515,105507
7516,-15963
7517,-102695
7518,-27959
7519,87043
7520,83077
7521,-24094
7522,-95401
7523,-6857
7524,100780
7525,62494
7526,-48096
7527,-103789
7528,5149
7529,117042
7530,40905
7531,-69409
7532,-65036
7533,46071
7534,108125
7535,6474
7536,-100537
7537,-66247
7538,60350
7539,98771
7540,-11940
7541,-94953
7542,-37020
7543,86310
7544,86472
7545,-34118
7546,-85764
7547,-16738
7548,91894
7549,69041
7550,-65912
7551,-91557
7552,21763
7553,96982
7554,34095
7555,-77598
7556,-76239
7557,50265
7558,96320
7559,709
7560,-90244
7561,-64990
7562,61249
7563,98221
7564,-34122
7565,-116575
7566,-23580
7567,84476
7568,64452
7569,-42556
7570,-103337
7571,-14901
7572,100486
7573,50514
7574,-72059
7575,-84534
7576,27946
7577,105567
7578,26568
7579,-83658
7580,-62075
7581,60826
7582,93829
7583,-14341
7584,-100058
7585,-43481
7586,79313
7587,76285
7588,-50941
7589,-119049
7590,-33062
7591,92954
7592,61050
7593,-60702
7594,-78949
7595,27454
7596,98012
7597,21035
7598,-90479
7599,-84471
7600,48255
7601,104294
7602,-6436
7603,-95892
7604,-42009
7605,68238
7606,86410
7607,-31643
7608,-121148
7609,-28710
7610,86113
7611,51734
7612,-54971
7613,-86689
7614,15431
7615,108095
7616,32128
7617,-89629
7618,-77417
7619,34402
7620,91804
7621,-762
7622,-110255
7623,-56150
7624,73518
7625,75218
7626,-36594
7627,-91049
7628,-8034
7629,89517
7630,51902
7631,-64009
7632,-83257
7633,21361
7634,86154
7635,16773
7636,-86356
7637,-74010
7638,56394
7639,104139
7640,-2503
7641,-96809
7642,-52507
7643,71213
7644,83266
7645,-34545
7646,-101464
7647,-21313
7648,91796
7649,47305
7650,-84105
7651,-87530
7652,28405
7653,85953
7654,7925
7655,-92560
7656,-63302
7657,52938
7658,74124
7659,-29880
7660,-99231
7661,-24534
7662,84020
7663,65146
7664,-55242
7665,-106804
7666,-10576
7667,88503
7668,36615
7669,-85008
7670,-78536
7671,45115
7672,96520
7673,5029
7674,-96356
7675,-44320
7676,84030
7677,82802
7678,-45552
7679,-107407
7680,5665
7681,119471
7682,56995
7683,-75184
7684,-86710
7685,27596
7686,97501
7687,9978
7688,-107589
7689,-71539
7690,63012
7691,87382
7692,-32947
7693,-111459
7694,-37191
7695,75356
7696,63765
7697,-54112
7698,-89465
7699,28607
7700,117454
7701,38149
7702,-81945
7703,-65483
7704,52915
7705,101251
7706,2948
7707,-100251
7708,-40780
7709,87463
7710,75949
7711,-53481
7712,-99674
7713,-5848
7714,84054
7715,38517
7716,-70138
7717,-63692
7718,53602
7719,102806
7720,1918
7721,-99803
7722,-44553
7723,72134
7724,65313
7725,-53327
7726,-107039
7727,-7682
7728,94939
7729,37494
7730,-88384
7731,-82673
7732,53622
7733,115666
7734,13012
7735,-92990
7736,-48792
7737,76507
7738,98789
7739,-27912
7740,-112876
7741,-12171
7742,100271
7743,49563
7744,-63500
7745,-78685
7746,21456
7747,81177
7748,-4194
7749,-91928
7750,-41282
7751,80968
7752,93481
7753,-25816
7754,-85303
7755,5906
7756,102096
7757,47846
7758,-73297
7759,-79237
7760,31795
7761,90695
7762,6669
7763,-74705
7764,-14312
7765,91148
7766,79605
7767,-41614
7768,-96493
7769,3259
7770,101808
7771,44112
7772,-74288
7773,-72712
7774,45525
7775,97601
7776,-2209
7777,-97959
7778,-51883
7779,59307
7780,62052
7781,-56671
7782,-95467
7783,16787
7784,107257
7785,45285
7786,-80896
7787,-79567
7788,44523
7789,95580
7790,-11562
7791,-103086
7792,-23146
7793,98612
7794,82138
7795,-49234
7796,-98839
7797,12570
7798,105116
7799,32978
7800,-83222
7801,-66483
7802,47089
7803,78701
7804,-28611
7805,-104072
7806,-26348
7807,79902
7808,51500
7809,-66399
7810,-80793
7811,44717
7812,122204
7813,30671
7814,-93707
7815,-69542
7816,44546
7817,68687
7818,-38696
7819,-99221
7820,-5138
7821,97484
7822,47799
7823,-80122
7824,-90852
7825,30196
7826,95385
7827,2282
7828,-84548
7829,-19271
7830,92106
7831,64016
7832,-69069
7833,-97683
7834,27709
7835,115002
7836,27850
7837,-103745
7838,-82038
7839,56049
7840,100041
7841,-10075
7842,-94881
7843,-24987
7844,75672
7845,44172
7846,-74330
7847,-87456
7848,43453
7849,120569
7850,26006
7851,-89846
7852,-52677
7853,67589
7854,76492
7855,-42143
7856,-97832
7857,2392
7858,100302
7859,46636
7860,-73292
7861,-65872
7862,50348
7863,96071
7864,-5243
7865,-102922
7866,-41125
7867,68535
7868,55172
7869,-55573
7870,-82379
7871,28943
7872,94802
7873,7034
7874,-97506
7875,-52154
